word,definition,phonetic,example
service endpoint,服务端点,/sɝvəs endpɔɪnt/,The web service depends on service endpoint to communicate with clients reliably.
request timeout,请求超时,/rɪkwest taɪmaʊt/,The web service depends on request timeout to communicate with clients reliably.
cross origin resource sharing,跨域资源共享,/krɔs ɔrədʒən risɔrs ʃerɪŋ/,The web service depends on cross origin resource sharing to communicate with clients reliably.
responsive design,响应式设计,/rɪspɑnsɪv dɪzaɪn/,The web service depends on responsive design to communicate with clients reliably.
viewport,视口,/ˈvjuːˌpɔrt/,The web service depends on viewport to communicate with clients reliably.
markup language,标记语言,/mɑrkʌp læŋɡwədʒ/,The web service depends on markup language to communicate with clients reliably.
rendering engine,渲染引擎,/rendɚɪŋ endʒən/,The web service depends on rendering engine to communicate with clients reliably.
operating system,操作系统,/ɑpɚeɪtɪŋ sɪstəm/,Our platform uses operating system to keep the service stable in production.
kernel,内核,/kɝnəl/,Our platform uses kernel to keep the service stable in production.
user space,用户空间,/juzɚ speɪs/,Our platform uses user space to keep the service stable in production.
system call,系统调用,/sɪstəm kɔl/,Our platform uses system call to keep the service stable in production.
process scheduler,进程调度器,/prɑses skedʒʊlɚ/,Our platform uses process scheduler to keep the service stable in production.
process,进程,/prɑses/,Our platform uses process to keep the service stable in production.
thread,线程,/θred/,Our platform uses thread to keep the service stable in production.
context switch,上下文切换,/kɑntekst swɪtʃ/,Our platform uses context switch to keep the service stable in production.
mutex,互斥锁,/ˈmjuːteks/,Our platform uses mutex to keep the service stable in production.
semaphore,信号量,/ˈseməˌfɔr/,Our platform uses semaphore to keep the service stable in production.
monitor,监视器,/mɑnətɚ/,Our platform uses monitor to keep the service stable in production.
race condition,竞争条件,/reɪs kəndɪʃən/,Our platform uses race condition to keep the service stable in production.
critical section,临界区,/krɪtɪkəl sekʃən/,Our platform uses critical section to keep the service stable in production.
resource starvation,资源饥饿,/risɔrs stɑrveɪʃən/,Our platform uses resource starvation to keep the service stable in production.
virtual memory,虚拟内存,/vɝtʃuəl memɚi/,Our platform uses virtual memory to keep the service stable in production.
page table,页表,/peɪdʒ teɪbəl/,Our platform uses page table to keep the service stable in production.
cache line,缓存行,/kæʃ laɪn/,Our platform uses cache line to keep the service stable in production.
interrupt,中断,/ɪntɚʌpt/,Our platform uses interrupt to keep the service stable in production.
device driver,设备驱动,/dɪvaɪs draɪvɚ/,Our platform uses device driver to keep the service stable in production.
file system,文件系统,/faɪl sɪstəm/,Our platform uses file system to keep the service stable in production.
directory tree,目录树,/dɚektɚi tri/,Our platform uses directory tree to keep the service stable in production.
permission bit,权限位,/pɚmɪʃən bɪt/,Our platform uses permission bit to keep the service stable in production.
shell script,Shell 脚本,/ʃel skrɪpt/,Our platform uses shell script to keep the service stable in production.
terminal emulator,终端模拟器,/tɝmənəl emjəleɪtɚ/,Our platform uses terminal emulator to keep the service stable in production.
command prompt,命令提示符,/kəmænd prɑmpt/,Our platform uses command prompt to keep the service stable in production.
container image,容器镜像,/kənteɪnɚ ɪmədʒ/,Our platform uses container image to keep the service stable in production.
container runtime,容器运行时,/kənteɪnɚ ˈrʌnˌtaɪm/,Our platform uses container runtime to keep the service stable in production.
orchestration platform,编排平台,/ɔrkəstreɪʃən plætfɔrm/,Our platform uses orchestration platform to keep the service stable in production.
virtual machine,虚拟机,/vɝtʃuəl məʃin/,Our platform uses virtual machine to keep the service stable in production.
hypervisor,虚拟机监控器,/ˈhaɪpərˌvaɪzər/,Our platform uses hypervisor to keep the service stable in production.
cloud computing,云计算,/klaʊd kəmpjutɪŋ/,Our platform uses cloud computing to keep the service stable in production.
infrastructure as code,基础设施即代码,/ɪnfrəstrʌktʃɚ æz koʊd/,Our platform uses infrastructure as code to keep the service stable in production.
continuous integration,持续集成,/kəntɪnjuəs ɪntəɡreɪʃən/,Our platform uses continuous integration to keep the service stable in production.
continuous delivery,持续交付,/kəntɪnjuəs dɪlɪvɚi/,Our platform uses continuous delivery to keep the service stable in production.
continuous deployment,持续部署,/kəntɪnjuəs dɪplɔɪmənt/,Our platform uses continuous deployment to keep the service stable in production.
deployment pipeline,部署流水线,/dɪplɔɪmənt paɪplaɪn/,Our platform uses deployment pipeline to keep the service stable in production.
staging environment,预发布环境,/steɪdʒɪŋ ɪnvaɪrənmənt/,Our platform uses staging environment to keep the service stable in production.
production environment,生产环境,/prədʌkʃən ɪnvaɪrənmənt/,Our platform uses production environment to keep the service stable in production.
rollback plan,回滚方案,/roʊlbæk plæn/,Our platform uses rollback plan to keep the service stable in production.
canary release,金丝雀发布,/kəneri rilis/,Our platform uses canary release to keep the service stable in production.
blue green deployment,蓝绿部署,/blu ɡrin dɪplɔɪmənt/,Our platform uses blue green deployment to keep the service stable in production.
observability,可观测性,/əbˌzɜrvəˈbɪləti/,Our platform uses observability to keep the service stable in production.
monitoring system,监控系统,/mɑnətɚɪŋ sɪstəm/,Our platform uses monitoring system to keep the service stable in production.
log aggregation,日志聚合,/lɔɡ æɡrəɡeɪʃən/,Our platform uses log aggregation to keep the service stable in production.
distributed tracing,分布式追踪,/dɪstrɪbjətəd treɪsɪŋ/,Our platform uses distributed tracing to keep the service stable in production.
alert policy,告警策略,/əlɝt pɑləsi/,Our platform uses alert policy to keep the service stable in production.
service level objective,服务级目标,/sɝvəs levəl əbdʒektɪv/,Our platform uses service level objective to keep the service stable in production.
service level indicator,服务级指标,/sɝvəs levəl ɪndəkeɪtɚ/,Our platform uses service level indicator to keep the service stable in production.
high availability,高可用性,/haɪ əveɪləbɪləti/,Our platform uses high availability to keep the service stable in production.
fault tolerance,容错能力,/fɔlt tɑlɚəns/,Our platform uses fault tolerance to keep the service stable in production.
auto scaling,自动扩缩容,/ɔtoʊ skeɪlɪŋ/,Our platform uses auto scaling to keep the service stable in production.
resource quota,资源配额,/risɔrs kwoʊtə/,Our platform uses resource quota to keep the service stable in production.
cluster manager,集群管理器,/klʌstɚ mænədʒɚ/,Our platform uses cluster manager to keep the service stable in production.
node pool,节点池,/noʊd pul/,Our platform uses node pool to keep the service stable in production.
job scheduler,任务调度器,/dʒɑb skedʒʊlɚ/,Our platform uses job scheduler to keep the service stable in production.
checkpoint,检查点,/tʃekpɔɪnt/,Our platform uses checkpoint to keep the service stable in production.
snapshot,快照,/snæpʃɑt/,Our platform uses snapshot to keep the service stable in production.
failover,故障切换,/ˈfeɪlˌoʊvər/,Our platform uses failover to keep the service stable in production.
disaster recovery,灾难恢复,/dɪzæstɚ rɪkʌvri/,Our platform uses disaster recovery to keep the service stable in production.
uptime,在线时长,/ˈʌpˌtaɪm/,Our platform uses uptime to keep the service stable in production.
cybersecurity,网络安全,/ˌsaɪbərsɪˈkjʊrəti/,The security team reviewed cybersecurity to reduce attack risk.
vulnerability,漏洞,/vʌlnɚəbɪlɪti/,The security team reviewed vulnerability to reduce attack risk.
exploit,利用程序,/eksplɔɪt/,The security team reviewed exploit to reduce attack risk.
security patch,安全补丁,/sɪkjʊrəti pætʃ/,The security team reviewed security patch to reduce attack risk.
malware,恶意软件,/mælwer/,The security team reviewed malware to reduce attack risk.
spyware,间谍软件,/spaɪwer/,The security team reviewed spyware to reduce attack risk.
ransomware,勒索软件,/ˈrænsəmˌwer/,The security team reviewed ransomware to reduce attack risk.
phishing attack,网络钓鱼攻击,/fɪʃɪŋ ətæk/,The security team reviewed phishing attack to reduce attack risk.
spoofing,欺骗攻击,/spufɪŋ/,The security team reviewed spoofing to reduce attack risk.
sniffing,嗅探,/snɪfɪŋ/,The security team reviewed sniffing to reduce attack risk.
eavesdropping,窃听,/ivzdrɑpɪŋ/,The security team reviewed eavesdropping to reduce attack risk.
intrusion detection,入侵检测,/ɪntruʒən dɪtekʃən/,The security team reviewed intrusion detection to reduce attack risk.
intrusion prevention,入侵防御,/ɪntruʒən privenʃən/,The security team reviewed intrusion prevention to reduce attack risk.
threat model,威胁模型,/θret mɑdəl/,The security team reviewed threat model to reduce attack risk.
attack surface,攻击面,/ətæk sɝfəs/,The security team reviewed attack surface to reduce attack risk.
security audit,安全审计,/sɪkjʊrəti ɔdɪt/,The security team reviewed security audit to reduce attack risk.
compliance check,合规检查,/kəmplaɪəns tʃek/,The security team reviewed compliance check to reduce attack risk.
credential,凭证,/krɪdenʃəl/,The security team reviewed credential to reduce attack risk.
password hash,密码哈希,/pæswɝd hæʃ/,The security team reviewed password hash to reduce attack risk.
multi factor authentication,多因素认证,/mʌlti fæktɚ ɔθentəkeɪʃən/,The security team reviewed multi factor authentication to reduce attack risk.
biometric verification,生物特征验证,/baɪəmetrək verəfəkeɪʃən/,The security team reviewed biometric verification to reduce attack risk.
digital signature,数字签名,/dɪdʒətəl sɪɡnətʃɚ/,The security team reviewed digital signature to reduce attack risk.
certificate revocation,证书吊销,/sɚtɪfɪkət revəkeɪʃən/,The security team reviewed certificate revocation to reduce attack risk.
key exchange,密钥交换,/ki ɪkstʃeɪndʒ/,The security team reviewed key exchange to reduce attack risk.
salting,加盐处理,/sɔltɪŋ/,The security team reviewed salting to reduce attack risk.
hardening,加固,/hɑrdənɪŋ/,The security team reviewed hardening to reduce attack risk.
obfuscation,混淆,/ɑbfəskeɪʃən/,The security team reviewed obfuscation to reduce attack risk.
sandboxing,沙箱化,/ˈsændˌbɑksɪŋ/,The security team reviewed sandboxing to reduce attack risk.
data exfiltration,数据渗漏,/deɪtə ˌeksfɪlˈtreɪʃən/,The security team reviewed data exfiltration to reduce attack risk.
quarantine,隔离,/kwɔrəntin/,The security team reviewed quarantine to reduce attack risk.
secure boot,安全启动,/sɪkjʊr but/,The security team reviewed secure boot to reduce attack risk.
code signing,代码签名,/koʊd saɪnɪŋ/,The security team reviewed code signing to reduce attack risk.
least privilege,最小权限原则,/list prɪvlədʒ/,The security team reviewed least privilege to reduce attack risk.
access control list,访问控制列表,/ækses kəntroʊl lɪst/,The security team reviewed access control list to reduce attack risk.
role based access control,基于角色的访问控制,/roʊl beɪst ækses kəntroʊl/,The security team reviewed role based access control to reduce attack risk.
permission escalation,权限提升,/pɚmɪʃən eskəleɪʃən/,The security team reviewed permission escalation to reduce attack risk.
session hijacking,会话劫持,/seʃən haɪdʒækɪŋ/,The security team reviewed session hijacking to reduce attack risk.
cross site scripting,跨站脚本攻击,/krɔs saɪt ˈskrɪptɪŋ/,The security team reviewed cross site scripting to reduce attack risk.
sql injection,SQL 注入,/ˌes kjuː ˈel ɪndʒekʃən/,The security team reviewed sql injection to reduce attack risk.
command injection,命令注入,/kəmænd ɪndʒekʃən/,The security team reviewed command injection to reduce attack risk.
buffer overflow,缓冲区溢出,/bʌfɚ oʊvɚfloʊ/,The security team reviewed buffer overflow to reduce attack risk.
denial of service,拒绝服务攻击,/dɪnaɪəl ʌv sɝvəs/,The security team reviewed denial of service to reduce attack risk.
brute force attack,暴力破解攻击,/brut fɔrs ətæk/,The security team reviewed brute force attack to reduce attack risk.
zero day vulnerability,零日漏洞,/zɪroʊ deɪ vʌlnɚəbɪlɪti/,The security team reviewed zero day vulnerability to reduce attack risk.
incident response,事件响应,/ɪnsədənt rɪspɑns/,The security team reviewed incident response to reduce attack risk.
artificial intelligence,人工智能,/ɑrtəfɪʃəl ɪntelədʒəns/,The model improved after we tuned artificial intelligence during training.
machine learning,机器学习,/məʃin lɝnɪŋ/,The model improved after we tuned machine learning during training.
deep learning,深度学习,/dip lɝnɪŋ/,The model improved after we tuned deep learning during training.
neural network,神经网络,/nʊrəl netwɝk/,The model improved after we tuned neural network during training.
artificial neuron,人工神经元,/ɑrtəfɪʃəl nʊrɑn/,The model improved after we tuned artificial neuron during training.
activation function,激活函数,/æktəveɪʃən fʌŋkʃən/,The model improved after we tuned activation function during training.
loss function,损失函数,/lɔs fʌŋkʃən/,The model improved after we tuned loss function during training.
gradient descent,梯度下降,/ɡreɪdiənt dɪsent/,The model improved after we tuned gradient descent during training.
optimizer,优化器,/ˈɑptəˌmaɪzər/,The model improved after we tuned optimizer during training.
training set,训练集,/treɪnɪŋ set/,The model improved after we tuned training set during training.
validation set,验证集,/vælədeɪʃən set/,The model improved after we tuned validation set during training.
test set,测试集,/test set/,The model improved after we tuned test set during training.
feature vector,特征向量,/fitʃɚ vektɚ/,The model improved after we tuned feature vector during training.
label,标签,/leɪbəl/,The model improved after we tuned label during training.
classifier,分类器,/ˈklæsəfaɪər/,The model improved after we tuned classifier during training.
regression model,回归模型,/rəɡreʃən mɑdəl/,The model improved after we tuned regression model during training.
decision tree,决策树,/dɪsɪʒən tri/,The model improved after we tuned decision tree during training.
random forest,随机森林,/rændəm fɔrəst/,The model improved after we tuned random forest during training.
support vector machine,支持向量机,/səpɔrt vektɚ məʃin/,The model improved after we tuned support vector machine during training.
nearest neighbor,最近邻算法,/nɪrəst neɪbɚ/,The model improved after we tuned nearest neighbor during training.
clustering algorithm,聚类算法,/klʌstɚɪŋ ælɡɚɪðəm/,The model improved after we tuned clustering algorithm during training.
dimensionality reduction,降维,/dɪmenʃənæləti rədʌkʃən/,The model improved after we tuned dimensionality reduction during training.
principal component analysis,主成分分析,/prɪnsəpəl kəmpoʊnənt ənæləsəs/,The model improved after we tuned principal component analysis during training.
embedding vector,嵌入向量,/embedɪŋ vektɚ/,The model improved after we tuned embedding vector during training.
attention mechanism,注意力机制,/ətenʃən mekənɪzəm/,The model improved after we tuned attention mechanism during training.
transformer model,Transformer 模型,/trænsfɔrmɚ mɑdəl/,The model improved after we tuned transformer model during training.
tokenization,分词,/ˌtoʊkənəˈzeɪʃən/,The model improved after we tuned tokenization during training.
language model,语言模型,/læŋɡwədʒ mɑdəl/,The model improved after we tuned language model during training.
prompt engineering,提示工程,/prɑmpt endʒənɪrɪŋ/,The model improved after we tuned prompt engineering during training.
fine tuning,微调,/faɪn tunɪŋ/,The model improved after we tuned fine tuning during training.
transfer learning,迁移学习,/trænsfɝ lɝnɪŋ/,The model improved after we tuned transfer learning during training.
reinforcement learning,强化学习,/riɪnfɔrsmənt lɝnɪŋ/,The model improved after we tuned reinforcement learning during training.
reward function,奖励函数,/rɪwɔrd fʌŋkʃən/,The model improved after we tuned reward function during training.
policy network,策略网络,/pɑləsi netwɝk/,The model improved after we tuned policy network during training.
inference engine,推理引擎,/ɪnfɚəns endʒən/,The model improved after we tuned inference engine during training.
batch size,批大小,/bætʃ saɪz/,The model improved after we tuned batch size during training.
epoch,训练轮次,/epək/,The model improved after we tuned epoch during training.
tensor,张量,/tensɚ/,The model improved after we tuned tensor during training.
vector database,向量数据库,/vektɚ deɪtəbeɪs/,The model improved after we tuned vector database during training.
similarity search,相似度搜索,/sɪməlerəti sɝtʃ/,The model improved after we tuned similarity search during training.
retrieval augmented generation,检索增强生成,/rɪtrivəl ɑɡmentɪd dʒenɚeɪʃən/,The model improved after we tuned retrieval augmented generation during training.
knowledge graph,知识图谱,/nɑlədʒ ɡræf/,The model improved after we tuned knowledge graph during training.
precision,精确率,/prisɪʒən/,The model improved after we tuned precision during training.
recall,召回率,/rikɔl/,The model improved after we tuned recall during training.
accuracy,准确率,/ækjɚəsi/,The model improved after we tuned accuracy during training.
F one score,F1 分数,/ef wʌn skɔr/,The model improved after we tuned F one score during training.
confusion matrix,混淆矩阵,/kənfjuʒən meɪtrɪks/,The model improved after we tuned confusion matrix during training.
bias variance tradeoff,偏差方差权衡,/baɪəs veriəns treɪdɔf/,The model improved after we tuned bias variance tradeoff during training.
overfitting,过拟合,/ˌoʊvərˈfɪtɪŋ/,The model improved after we tuned overfitting during training.
underfitting,欠拟合,/ˌʌndərˈfɪtɪŋ/,The model improved after we tuned underfitting during training.
regularization,正则化,/ˌreɡjələrəˈzeɪʃən/,The model improved after we tuned regularization during training.
normalization,归一化,/nɔrməlɪzeɪʃən/,The model improved after we tuned normalization during training.
data augmentation,数据增强,/deɪtə ɑɡmenteɪʃən/,The model improved after we tuned data augmentation during training.
model serving,模型服务,/mɑdəl sɝvɪŋ/,The model improved after we tuned model serving during training.
evaluation metric,评估指标,/ɪvæljueɪʃən metrɪk/,The model improved after we tuned evaluation metric during training.
central processing unit,中央处理器,/sentrəl prɑsesɪŋ junət/,The device uses central processing unit to improve overall system performance.
graphics processing unit,图形处理器,/ɡræfɪks prɑsesɪŋ junət/,The device uses graphics processing unit to improve overall system performance.
memory module,内存模块,/memɚi mɑdʒul/,The device uses memory module to improve overall system performance.
random access memory,随机存取存储器,/rændəm ækses memɚi/,The device uses random access memory to improve overall system performance.
read only memory,只读存储器,/red oʊnli memɚi/,The device uses read only memory to improve overall system performance.
solid state drive,固态硬盘,/sɑləd steɪt draɪv/,The device uses solid state drive to improve overall system performance.
hard disk drive,机械硬盘,/hɑrd dɪsk draɪv/,The device uses hard disk drive to improve overall system performance.
motherboard,主板,/mʌðɚbɔrd/,The device uses motherboard to improve overall system performance.
chipset,芯片组,/ˈtʃɪpˌset/,The device uses chipset to improve overall system performance.
microprocessor,微处理器,/maɪkroʊprɑsesɚ/,The device uses microprocessor to improve overall system performance.
instruction set,指令集,/ɪnstrʌkʃən set/,The device uses instruction set to improve overall system performance.
clock frequency,时钟频率,/klɑk frikwənsi/,The device uses clock frequency to improve overall system performance.
bus interface,总线接口,/bʌs ɪntɚfeɪs/,The device uses bus interface to improve overall system performance.
power supply,电源供应器,/paʊɚ səplaɪ/,The device uses power supply to improve overall system performance.
network interface card,网络接口卡,/netwɝk ɪntɚfeɪs kɑrd/,The device uses network interface card to improve overall system performance.
graphics card,显卡,/ɡræfɪks kɑrd/,The device uses graphics card to improve overall system performance.
cooling system,散热系统,/kulɪŋ sɪstəm/,The device uses cooling system to improve overall system performance.
firmware,固件,/fɝmwer/,The device uses firmware to improve overall system performance.
bootloader,引导加载程序,/ˈbuːtˌloʊdər/,The device uses bootloader to improve overall system performance.
register,寄存器,/redʒɪstɚ/,The device uses register to improve overall system performance.
cache memory,缓存存储器,/kæʃ memɚi/,The device uses cache memory to improve overall system performance.
memory address,内存地址,/memɚi ædres/,The device uses memory address to improve overall system performance.
pipeline register,流水线寄存器,/paɪplaɪn redʒɪstɚ/,The device uses pipeline register to improve overall system performance.
instruction pointer,指令指针,/ɪnstrʌkʃən pɔɪntɚ/,The device uses instruction pointer to improve overall system performance.
input output controller,输入输出控制器,/ɪnpʊt aʊtpʊt kəntroʊlɚ/,The device uses input output controller to improve overall system performance.
